ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/MFOMD_0000131,anergia,"Lack of energy.

Psychopharmacology Drugs, the Brain, and Behavior (Jerrold S. Meyer, Linda F. Quenzer)",,
http://purl.obolibrary.org/obo/DOID_0060142,form agnosia,An agnosia that is a loss of the ability to perceive a whole object while perceiving only parts of details.,,
http://purl.obolibrary.org/obo/GO_0060758,foraging behavior by probing substrate,Foraging behavior in which an anatomical part of the organism is inserted into the substrate to locate food.,,
http://purl.obolibrary.org/obo/NBO_0000388,involuntary movement behavior,"""Behavior related to movements that occur independent of planning."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000237,hunger regulation,"""Any process which modulates the physical craving for food."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0001679,behavioral response to xenobiotics,"""Behavior as a result of a xenobiotic compound (compound foreign to living organisms) stimulus."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000020,symptom,"A quality of a patient that is observed by the patient or a processual entity experienced by the patient, either of which is hypothesized by the patient to be a realization of a disease.",,
http://purl.obolibrary.org/obo/NBO_0000273,social interference,,,
http://purl.obolibrary.org/obo/NBO_0000284,love,,,
http://purl.obolibrary.org/obo/NBO_0000295,satiation,,,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002569,stress-induced hypothermia,"""Increase in core body termperature in response to stress or anticipatory anxiety."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000142,delayed sleep-phase syndrome,"Disorder in which the major sleep episode is delayed in relation to the desired clock time, resulting in symptoms of sleep-onset insomnia or difficulty in awakening at the desired time.


The International Classification of Sleep Disorders, Revised. Diagnostic and Coding Manual
(American Academy of Sleep Medicine in association with the European Sleep Research Society, Japanese Society of Sleep Research and Latin American Sleep Society)
",,
http://purl.obolibrary.org/obo/NBO_0000226,spinal conditioning,,,
http://purl.obolibrary.org/obo/MF_0000048,mental capability,,,
http://purl.obolibrary.org/obo/NBO_0000283,friendship,,,
http://purl.obolibrary.org/obo/NBO_0000294,behavior stemming from emotional intelligence,"""Behavior stemming from the ability to identify, assess, and control the emotions of oneself, of others, and of groups."" [wikipedia:Emotional_intelligence]",,
http://purl.obolibrary.org/obo/MFOMD_0000041,manifestation of a mental disease,"A bodily feature of an organism that is (a) a deviation from clinical normality that is the realization of a mental disease and is (b) observable.
",,
http://purl.obolibrary.org/obo/DOID_0060040,pervasive developmental disorder,"A developmental disorder of mental health that refers to a group of five disorders characterized by impairments in socialization and communication, as well as restricted interests and repetitive behaviors.",,
http://purl.obolibrary.org/obo/DOID_0060150,astereognosia,"An agnosia that is the loss of the ability to recognize objects by touch based on its texture, size and weight.",,
http://purl.obolibrary.org/obo/DOID_0060133,anosognosia,An agnosia that is a loss of the ability to gain feedback about one's own condition or impairments.,,
http://purl.obolibrary.org/obo/NBO_0000305,memory encoding behavior,,,
http://purl.obolibrary.org/obo/NBO_0000316,auditory behavior,"""Behavior related to the actions or reactions of an organism in response to a sound."" [GO:0031223]",,
http://purl.obolibrary.org/obo/NBO_0000190,motor memory,"""Consolidating a specific motor task into memory through repetition."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_12294,atypical depressive disorder,"A mood disorder that is characterized by mood reactivity (paradoxical anhedonia) and positivity, significant weight gain or increased appetite (""comfort eating""), excessive sleep or somnolence (hypersomnia), a sensation of heaviness in limbs known as leaden paralysis, and significant social impairment as a consequence of hypersensitivity to perceived interpersonal rejection.",,
http://purl.obolibrary.org/obo/MFOMD_0000063,addiction to use of a sunbed,A process addiction in which the subject compulsively makes use of a sunbed.,,
http://purl.obolibrary.org/obo/DOID_6950,combat disorder,"An acute stress disorder that involves neurotic reactions to unusual, severe, or overwhelming military stress.",,
http://purl.obolibrary.org/obo/DOID_9977,hallucinogen dependence,A drug dependence that involves the continued use of hallucinogenic drugs despite problems related to use of the substance.,,
http://purl.obolibrary.org/obo/DOID_2559,opiate dependence,A drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance.,,
http://purl.obolibrary.org/obo/OGMS_0000103,disease prophylaxis,A planned process whose completion is hypothesized by a health care provider to reduce the risk of developing a disorder or the signs and symptoms of a disorder.,,
http://purl.obolibrary.org/obo/NBO_0000742,autoaggressive behavior,"""Agressive behavior towards oneself."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000123,submissive behavior towards males,"""A behavior associated with the tendency of an organism towards being passive and willing to yield to male animals."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000134,food consumption,"""A feeding behavior associated with the intake of food."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_1574,alcohol abuse,A substance abuse that involves the recurring use of alcoholic beverages despite negative consequences.,,
http://purl.obolibrary.org/obo/NBO_0000472,behavioral exhaustion,"""Behavior related to the depletion of the body resources for coping to stress."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_1094,attention deficit hyperactivity disorder,"Mental disease that causes difficulties in concentrating and performing tasks, particularly in children.|A specific developmental disorder that is characterized by co-existence of attentional problems and hyperactivity, with each behavior occurring infrequently alone"" and symptoms starting before seven years of age.|Xref MGI.|Attention deficit-hyperactivity disorder (ADHD) is a psychiatric and a neurobehavioral disorder. It is characterized by either significant difficulties of inattention or hyperactivity and impulsiveness or a combination of the two. According to the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV-TR), symptoms emerge before seven years of age. There are three subtypes of the disorder which consist of it being predominantly inattentive (ADHD-PI or ADHD-I), predominately hyperactive-impulsive (ADHD-HI or ADHD-H), or the two combined (ADHD-C). Oftentimes people refer to ADHD-PI as ""Attention deficit disorder"" (ADD), however, the term was revised in the 1994 version of the DSM.

ADHD impacts school-aged children and results in restlessness, acting impulsively, and lack of focus which impairs their ability to learn properly. It is the most commonly studied and diagnosed psychiatric disorder in children, affecting about 3 to 5 percent of children globally and diagnosed in about 2 to 16 percent of school-aged children. It is a chronic disorder with 30 to 50 percent of those individuals diagnosed in childhood continuing to have symptoms into adulthood. Adolescents and adults with ADHD tend to develop coping mechanisms to compensate for some or all of their impairments. It is estimated that 4.7 percent of American adults live with ADHD. Standardized rating scales such as the World Health Organization's Adult ADHD Self-Report Scale can be used for ADHD screening and assessment of the disorder's symptoms' severity.

ADHD is diagnosed two to four times more frequently in boys than in girls, though studies suggest this discrepancy may be partially due to subjective bias of referring teachers. ADHD management usually involves some combination of medications, applied behavior analysis (ABA, previously known as behavior modification), lifestyle changes, and counseling. Its symptoms can be difficult to differentiate from other disorders, increasing the likelihood that the diagnosis of ADHD will be missed. In addition, most clinicians have not received formal training in the assessment and treatment of ADHD, in particular in adult patients.

[Wikipedia: http://en.wikipedia.org/wiki/Attention-Deficit_Hyperactivity_Disorder]|The onset criterion on this disorder has been changed from “symptoms that caused impairment were present before age 7 years” to “several inattentive or hyperactive-impulsive symptoms were present prior to age 12”.

www.dsm5.org/Documents/changes from dsm-iv-tr to dsm-5.pdf",,
http://purl.obolibrary.org/obo/NBO_0000170,memory behavior,"""Behavior related with the ability of an organism's ability to store, retain, and recall information and experiences."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000181,long-term memory,"""This type of memory, lasting hours to months, critically depends on a transfer of the information from short term memory using repeated rehearsal."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/BFO_0000144,process profile,b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002]),,
http://purl.obolibrary.org/obo/MF_0000009,determining orientation,,,
http://purl.obolibrary.org/obo/DOID_9091,REM sleep behavior disorder,A sleep disorder that involves abnormal behavior including the acting out of violent or dramatic dreams during the sleep phase with rapid eye movement.,,
http://purl.obolibrary.org/obo/DOID_0050847,sleep apnea,A sleep disorder of the upper respiratory system that causes the person to stop breathing while asleep.|A sleep disorder characterized by repeated cessation and commencing of breathing that repeatedly disrupts sleep.,,
http://purl.obolibrary.org/obo/NBO_0000227,eye blink conditioning behavior,,,
http://purl.obolibrary.org/obo/NBO_0000238,short term hunger regulation,"""Any process which modulates the physical craving for food over short term food deprivation."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000576,pinna reflex,"""A reflex that elucidates a characteristic ear twitch in response to an auditory stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000274,group polarization,,,
http://purl.obolibrary.org/obo/NBO_0000285,altruism behavior,"""A helping behavior (without expectation of extrinsic rewards and sometimes involving personal risk or sacrifice) that benefits individuals or society."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000030,predisposition to disease of type X,A disposition in an organism that constitutes an increased risk of the organism's subsequently developing the disease X.,,
http://purl.obolibrary.org/obo/NBO_0000296,conciliation behavior,,,
http://purl.obolibrary.org/obo/DOID_1203,drug-induced mental disorder,,,
http://purl.obolibrary.org/obo/NBO_0000157,nest building behavior,,,
http://purl.obolibrary.org/obo/NBO_0000168,circadian persistence,,,
http://purl.obolibrary.org/obo/MFOMD_0000141,REM sleep behaviour disorder,"Parasomnia characterized by the loss of normal skeletal muscle atonia during REM sleep with prominent motor activity accompanying dreaming. 


http://brain.oxfordjournals.org/content/130/11/2770.short",,
http://purl.obolibrary.org/obo/DOID_12797,hallucinogen abuse,A substance abuse that involves the recurring use of hallucinogenic drugs despite negative consequences.,,
http://purl.obolibrary.org/obo/NBO_0000122,submissive behavior,"""A behavior associated with the tendency of an organism towards being passive and willing to yield to others."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000180,short-term memory,"""A type of memory that allows the recall of something from several seconds to as long as a minute."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000191,emotional memory,"""A type of memory associated with emotional experiences."" [wikipedia:http://www.scholarpedia.org/article/Emotional_memory]",,
http://purl.obolibrary.org/obo/MFOMD_0000152,chronic stress,"The response to emotional pressure suffered for a prolonged period over which an individual perceives he or she has no control.


http://en.wikipedia.org/wiki/Chronic_stress",,
http://purl.obolibrary.org/obo/OGMS_0000034,acquired genetic disease,A disease whose physical basis is an acquired genetic disorder.,,
http://purl.obolibrary.org/obo/OGMS_0000017,image finding,A representation of an image that supports an inference to an assertion about some quality of a patient.,,
http://purl.obolibrary.org/obo/NBO_0000056,walking behavior,"""Behavior related to surface locomotion."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060047,writing disorder,"A learning disability that involves impaired written language ability such as impairments in handwriting, spelling, organization of ideas, and composition.",,
http://purl.obolibrary.org/obo/NBO_0000448,vertical activity,,,
http://purl.obolibrary.org/obo/NBO_0000459,sustained attention behavior,"""Behavior involving maintaining a consistent behavioral response during continuous and repetitive activity."" [wikipedia:Attention]",,
http://purl.obolibrary.org/obo/NBO_0000156,nesting behavior,,,
http://purl.obolibrary.org/obo/NBO_0000167,circadian period,,,
http://purl.obolibrary.org/obo/DOID_845,cyclothymic disorder,"A bipolar disorder that involves recurrent hypomanic and dysthymic episodes, but no full manic episodes or full major depressive episodes.",,
http://purl.obolibrary.org/obo/DOID_8927,learning disability,"A specific developmental disorder that involves difficulty in scholastic skills such as reading, writing, spelling, reasoning, recalling and/or organizing information resulting from the brain's inability to receive and process information.",,
http://purl.obolibrary.org/obo/BFO_0000030,object,,,
http://purl.obolibrary.org/obo/DOID_603,AIDS phobia,,,
http://purl.obolibrary.org/obo/NBO_0000079,feeding behavior,"""A type of behavior associated with the intake of food or liquids."" [Wikipedia:List_of_feeding_behaviors]",,
http://purl.obolibrary.org/obo/NBO_0000550,recognition memory,"""Ability to correctly remember something that has been encountered before."" [wikipedia:Recognition_memory]",,
http://purl.obolibrary.org/obo/DOID_4540,dysgraphia,"A writing disorder that involves a deficiency in the ability to write where the writing is distorted or incorrect, spelling difficulty, poor handwriting or trouble putting thoughts on paper.",,
http://purl.obolibrary.org/obo/NBO_0000561,hetero-barbering,"""Behavior related to the barbering of other individuals of a cohort."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000024,sign,"A quality of a patient, a material entity that is part of a patient, or a processual entity that a patient participates in, any one of which is observed in a physical examination and is deemed by the clinician to be of clinical significance.",,
http://purl.obolibrary.org/obo/MF_0000070,memory,"A memory is a mental disposition that is realized in a process of remembering, i.e. a memory of X is a disposition realized in the process of remembering X.",,
http://purl.obolibrary.org/obo/DOID_0060037,developmental disorder of mental health,A disease of mental health that occur during a child's developmental period between birth and age 18 resulting in retarding of the child's psycholotgical or physical development.,,
http://purl.obolibrary.org/obo/DOID_0060164,pain disorder,"A somatoform disorder that involves chronic pain in one or more areas, and is thought to be caused by psychological stress.|A somatoform disorder characterized by a chief complaint of severe chronic pain which is neither feigned nor intentionally produced, but in which psychological factors appear to play a major role in onset, severity, exacerbation, or maintenance.

|
The pain cannot be fully attributed to a known medical disorder, and causes clinically significant distress, impairment, or both in social, academic, occupational, or other areas of functioning.

Psychological factors are judged to play an important role in the onset, severity, exacerbation, or maintenance of the pain and the pain is not intentionally produced or better accounted for by a mood disorder, anxiety disorder, or psychotic disorder.

http://emedicine.medscape.com/article/914594-overview

In most cases the pain has persisted for many years by the time the individual comes to the attention of the mental health profession. Important factors that appear to influence recovery from pain disorder are the individual's acknowledgment of pain.

DSM-IV-TR (american Psychiatric Association)",30789,
http://purl.obolibrary.org/obo/DOID_0060147,semantic agnosia,"An agnosia that is a loss of the ability to visually recognise an object while maintaining the use of non-visual sensory systems such as feeling, tapping, smelling, rocking or flicking the object to recognise the object.",,
http://purl.obolibrary.org/obo/MF_0000011,visual problem solving behavior,,,
http://purl.obolibrary.org/obo/GO_0007616,long-term memory,"The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation.",,
http://purl.obolibrary.org/obo/OGMS_0000025,clinical manifestation of a disease,A manifestation of a disease that is detectable in a clinical history taking or physical examination.,,
http://purl.obolibrary.org/obo/NBO_0000109,aggressive behavior towards men,"""Exhibiting a domineering, assault posture and/or hostile physical action towards men."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002743,regulation of eating preference behavior,"""A regulation of drinking behavior process associated with the preference over the type of food that is consumed. "" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060045,Munchausen by proxy,"A factitious disorder that involves a care giver's deliberate exaggeration, fabrication, and/or induce physical, psychological, behavioral, and/or mental health problems in others.",,
http://purl.obolibrary.org/obo/DOID_0060138,autotopagnosia,An agnosia that is a loss of the ability to orient parts of the body.,,
http://purl.obolibrary.org/obo/DOID_0060155,visual agnosia,An agnosia that is a loss of the ability to visually recognize objects.,,
http://purl.obolibrary.org/obo/BFO_0000040,material entity,,,
http://purl.obolibrary.org/obo/NBO_0000748,tongue movement,,,
http://purl.obolibrary.org/obo/NBO_0000537,circadian regulation of systemic arterial blood pressure,"""Any process in which an organism modulates its blood pressure at different values with a regularity of approximately 24 hours."" [GO:GO:0003052]",,
http://purl.obolibrary.org/obo/DOID_10236,exhibitionism,,,
http://purl.obolibrary.org/obo/NBO_0000089,predator behavior,"""A physical aggression behavior involving attack on prey by a predator."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000433,withdrawal reflex,"""A reflex where the body reacts to pain or unpleasant stimuli by trying to move itself away from the source."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/GO_0070998,sensory perception of gravity,"The series of events required for an organism to receive a gravitational stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process.",,
http://purl.obolibrary.org/obo/MF_0000032,bodily disposition,"A bodily disposition is a disposition that inheres in some extended organism. Examples are: my disposition to catch a cold when exposed to a virus, my ability to speak the English language.",,
http://purl.obolibrary.org/obo/BFO_0000017,realizable entity,,,
http://purl.obolibrary.org/obo/BFO_0000028,three-dimensional spatial region,,,
http://purl.obolibrary.org/obo/DOID_1509,avoidant personality disorder,"A personality disorder that is characterized by a pervasive pattern of social inhibition, feelings of inadequacy, extreme sensitivity to negative evaluation, and avoidance of social interaction.|This disorder is a pattern of social inhibition, feelings of inadequacy, and hypersensitivity to negative evaluation.

DSM-IV-TR (american Psychiatric Association)

|Persons with this disorder tend to have low self-esteem and to avoid social relationships without a guarantee of uncritical acceptance by others, although they do not desire to be alone, on the contrary, they crave affection and active social life, but they are caught in a vicious cycle been preoccupied with rejection, they are constantly alert to signs of derogation or ridicule leading to many perceived instances of rejection, which at the same time cause them to avoid others. 

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",30182,
http://purl.obolibrary.org/obo/OGMS_0000015,clinical history,A series of statements representing health-relevant qualities of a patient and of a patient's family.,,
http://purl.obolibrary.org/obo/OGMS_0000108,health care process assay,"A health care process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.",,
http://purl.obolibrary.org/obo/BFO_0000006,spatial region,,,
http://purl.obolibrary.org/obo/DOID_10937,impulse control disorder,"A disease of mental health that involves a failure to resist an impulsive act or behaviour that may be harmful to self or others.|This section include disorders of impulse control that are not classified as part of the presentation of disorders in other sections of the DSM-IV-TR.DSM-IV-TR (american Psychiatric Association)|The disorders include in this section are:

- Intermittent explosive disorder.- Disorder characterised by discrete episodes of failure to resist aggressive impulses resulting in serious assaults or destruction of property.

- Kleptomania .- Disorder characterised by the recurrent failure to resist impulses to steal objects not needed for personal use or monetary value.

- Pyromania.- Disorder characterised by a pattern of fire setting for pleasure, gratification, or relief of tension.

- Pathological gambling .- Disorder characterised by recurrent and persistent maladaptive gambling behaviour.

- Trichotillomania .- Disorder characterised by recurrent pulling out of one's hair for pleasure, gratification, or relief of tension that results in noticeable hair loss.

- Impulse-control disorder not otherwise specified.- Is included for coding disorders of impulse control that do not meet the criteria for any of the specific Impulse-Control Disorders.


DSM-IV-TR (american Psychiatric Association)","312.34  Intermittent explosive disorder
312.32  Kleptomania 
312.33  Pyromania
312.31  Pathological gambling 
312.39  Trichotillomania 
312.30  Impulse-control disorder not otherwise specified",
http://purl.obolibrary.org/obo/DOID_535,sleep disorder,"A disease of mental health that involves disruption of sleep patterns.|Primary sleep disorders are those in which none of another mental disorder, a general medical condition or a substance is responsible. 

This disorders are presumed to arise from endogenous abnormalities in sleep-wake generating or timing mechanisms, often complicated by conditioning factors, and are subdivided into: Dyssomnias and Parasomnias.

DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/NBO_0000278,gender specific discriminatory behavior,,,
http://purl.obolibrary.org/obo/DOID_778,delusional disorder,"A psychotic disorder that involves an uncommon psychiatric condition in which patients present with circumscribed symptoms of non-bizarre delusions, but with the absence of prominent hallucinations and no thought disorder, mood disorder, or significant flattening effect.|Is characterised by at least one month of nonbizarre delusions without other active-phase symptoms of schizophrenia.

DSM-IV-TR (american Psychiatric Association)|
Criterion A for delusional disorder no longer has the requirement that the delusions must be nonbizarre. DSM-5 no longer separates delusional disorder from shared delusional disorder. If criteria are met for delusional disorder then that diagnosis is made. 

(Highlights of Changes from DSM-IV-TR to DSM-5, American Psychiatric Publishing)",297.1,
http://purl.obolibrary.org/obo/NBO_0000400,rooting reflex,"""A reflex that causes a newborn infant to turn his head toward anything that strokes his cheek or mouth, searching for the object by moving his head in steadily decreasing arcs until the object is found."" [wikipedia:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/NBO_0000411,cranial nerve related reflex,"""A reflex that involves cranial nerves."" [wikipedia:Reflex]",,
http://www.geneontology.org/formats/oboInOwl#DbXref,DbXref,,,
http://purl.obolibrary.org/obo/NBO_0000323,olfactory behavior,"""Behavior related to the sensation of odors."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_594,panic disorder,"Psychiatric disorder in which debilitating anxiety and fear arise frequently and without reasonable cause.

|An anxiety disorder that is characterized by unexpected and repeated episodes of intense fear accompanied by physical symptoms that may include chest pain, heart palpitations, shortness of breath, dizziness, or abdominal distress.|Anxiety itself is the major disturbance in this disorder, which is characterized by severe frightening episodes of apprehension and feelings of impending doom. These episodes are often described as horrible and can last from a few minutes to several hours. 

According to DSM-IV-TR, a diagnosis of panic disorder includes recurrent unexpected panic attacks and at least one month of apprehension over having another attack or worrying about the consequences of an attack. The attacks are especially fared because they often occur unpredictably and without warning. 

Many patients report a disturbed childhood environment that involved anxiety over separation from parents, family conflicts, or school problems. Others indicate that they first experienced after some forms of separation, such as leaving home, or after the loss or threatened loss of a loved one. 



""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.|Xref MGI.",,"
Individuals with panic disorder report intense panic attacks alternating with periods of somewhat low anxiety, during which they may be apprehensive about having another panic attack. 

Some physical symptoms that the people report during the attack are: 
- breathlessness
- sweating
- choking
- nausea
- heart palpitations.

An example of a patient describing her feelings is this:

“ It happened so suddenly. Without warning I felt like I had been swept up in a tornado! … my pulse was pounding, my palms were drenched with sweat, and my throat was closing up, leaving me gasping for air. I felt paralyzed with fear, convinced I was going to die.“
"
http://purl.obolibrary.org/obo/GO_0007615,anesthesia-resistant memory,"The memory process that results in the formation of consolidated memory resistant to disruption of the patterned activity of the brain, without requiring protein synthesis.",,
http://purl.obolibrary.org/obo/DOID_9505,cannabis abuse,A substance abuse that involves the recurring use of cannabis despite negative consequences.,,
http://purl.obolibrary.org/obo/OGMS_0000035,constitutional genetic disease,A disease whose physical basis is a constitutional genetic disorder.,,
http://purl.obolibrary.org/obo/MFOMD_0000191,anorgasmia,Persistent inability to achieve orgasm despite responding to sexual stimulation.,,
http://purl.obolibrary.org/obo/DOID_0060038,specific developmental disorder,A developmental disorder of mental health that categorizes specific learning disabilities and developmental disorders affecting coordination.,,
http://purl.obolibrary.org/obo/DOID_0060148,simultanagnosia,An agnosia that is a loss of the ability to recgonize a whole image or scene while retianing the ability to recognize objects or details in their visual field one at a time.,,
http://purl.obolibrary.org/obo/DOID_0060165,Kleine-Levin syndrome,A recurrent hypersomnia that is characterized by recurring periods of excessive amounts of sleep and altered behavior.,,
http://purl.obolibrary.org/obo/NBO_0000747,jaw movement,,,
http://purl.obolibrary.org/obo/OGMS_0000026,preclinical manifestation of a disease,"A manifestation of a disease that exists prior to the time at which it would be detected in a clinical history taking or physical examination, if the patient were to present to a clinician. A realization of a disease that exists prior to its becoming detectable in a clinical history taking or physical examination.",,
http://purl.obolibrary.org/obo/IAO_0000027,data item,,,
http://purl.obolibrary.org/obo/NBO_0000410,ankle jerk reflex,"""A reflex bending of the foot resulting from contraction of the calf muscles when the Achilles tendon is sharply struck."" [Medical Dictionary:http://medical-dictionary.thefreedictionary.com/Achilles+reflex]",,
http://purl.obolibrary.org/obo/NBO_0000380,positive gravitactic behavior,"""Locomotory orientation towards the source of gravity."" [GO:0048061]",,
http://purl.obolibrary.org/obo/MF_0000053,capability to read music,,,
http://purl.obolibrary.org/obo/NBO_0000391,startle reflex,"""An action or movement due to the application of a sudden unexpected stimulus."" [wikipedia:Startle_reflex]",,
http://purl.obolibrary.org/obo/NBO_0000322,chemosensory behavior,"""Behavior as a result of the sensation of chemicals."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000333,chemical nociceptive behavior,,,
http://purl.obolibrary.org/obo/NBO_0000344,interlimb coordination,"""Coordination that results in bimanual synchronization and temporal association of the hands."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000041,behavioral control of external secretion,,,
http://purl.obolibrary.org/obo/NBO_0000390,primitive reflex,"""Reflex actions originating in the central nervous system that are exhibited by normal infants in response to particular stimuli."" [wikipedia:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/DOID_13365,reading disorder,A learning disability involing difficulty reading resulting primarily from neurological factors which affect any part of the reading process.,,
http://purl.obolibrary.org/obo/NBO_0000746,spatial perception,,,
http://purl.obolibrary.org/obo/OGMS_0000016,clinical picture,"A representation of clinically significant bodily components, dispositions, and/or bodily processes of a human being that is inferred from relevant clinical findings.",,
http://purl.obolibrary.org/obo/OGMS_0000109,health care process biomaterial transformation,A health care process which results in physical changes in a specified input material,,
http://purl.obolibrary.org/obo/NBO_0000608,hallucination,"""Perception in the absence of a stimulus."" [wikipedia:Hallucination]",,
http://purl.obolibrary.org/obo/MF_0000015,imagination,"A mental process that manipulates mental images and words that go beyond mere memory and thoughts about the objects and entities that the person has encountered, to visualise or consider entities and states of affairs that the person has never encountered and which may not yet exist or obtain in the world.|Imagination is the capacity to produce images, ideas and sensations in the mind without any immediate input of the senses (such as seeing or hearing).",,
http://purl.obolibrary.org/obo/MF_0000063,extraversion,"A personality trait manifesting itself in individual behavioral characteristics that are perceived as positive, assertive, social, and outgoing.|Associated Adjectives: active, assertive, energetic, enthusiastic, outgoing, talkative.",,
http://purl.obolibrary.org/obo/NBO_0000444,eye movement,,,
http://purl.obolibrary.org/obo/NBO_0000631,mobbing behavior,"""An aggressive behavior which elucidated when individuals of a certain species mob a predator by cooperatively attacking or harassing it, usually to protect their offspring."" [wikipedia:Mobbing_(animal_behavior)]",,
http://purl.obolibrary.org/obo/NBO_0000367,flight behavior,"""Behavior related to the self-propelled movement of an organism from one location to another through the air, usually by means of active wing movement."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060046,aphasia,A language disorder that involves an acquired impairment of any laguage modality such as producting or comprehending spoken or written language.,,
http://purl.obolibrary.org/obo/DOID_0060156,visual verbal agnosia,An agnosia that is a loss of the ability to comprehending the meaning of written words.,,
http://purl.obolibrary.org/obo/NBO_0000620,frustration behavior,"""An emotional behavior that arises from the perceived resistance to the fulfillment of individual will."" [wikipedia:Frustration]",,
http://purl.obolibrary.org/obo/NBO_0000356,body posture,"""Intentionally or habitually assumed arrangement of the body."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002794,regulation of saccharin preference behavior,"""A regulation of drinking behavior process associated with the preference over saccharing consumption. "" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000205,conceptual priming,"""A type of priming based on the meaning of a stimulus and is enhanced by semantic task."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000332,touch related behavior,,,
http://purl.obolibrary.org/obo/NBO_0000343,intralimb coordination,"""Coordination that results in spatial and temporal planning of reaching and grasping."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000150,binge eating,"Consists of episodes of uncontrollable eating.|
During such binges, a person rapidly consumes an excessive amount of food. Most people who have eating binges try to hide this behavior from others, and often feel ashamed about being overweight or depressed about their overeating. Although people who do not have any eating disorder may occasionally experience episodes of overeating, frequent binge eating is often a symptom of an eating disorder.

http://en.wikipedia.org/wiki/Binge_eating",,
http://purl.obolibrary.org/obo/NBO_0000204,response priming,,,
http://purl.obolibrary.org/obo/NBO_0000215,observational learning,,,
http://purl.obolibrary.org/obo/BFO_0000145,relational quality,"b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])",,
http://purl.obolibrary.org/obo/DOID_0050856,oppositional defiant disorder,,,
http://purl.obolibrary.org/obo/NBO_0000607,cognitive behavior,"""Behaviour related to cognitive processes."" [NBO:JH]",,
http://purl.obolibrary.org/obo/MF_0000016,human being,A member of the species Homo Sapiens.,,
http://purl.obolibrary.org/obo/NBO_0000618,crying behavior,"""The behavior in which an organism sheds tears, often accompanied by non-verbal vocalizations and in response to external or internal stimuli."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0002308,regulation of morphine consumption,"""Any process that modulates the frequency, rate or extent of morphine consumption, the specific actions or reactions of an organism in response to external or internal stimuli."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060146,phonagnosia,An agnosia that is a loss of the ability to recognize familiar voices.,,
http://purl.obolibrary.org/obo/DOID_2575,barbiturate dependence,A drug dependence that involves the continued use of barbiturates despite problems related to use of the substance.,,
